client_id,produit,revenus_annuels,cout_gestion_annuel,profit_annuel
CLI_0227,Compte Courant,53.74,21.02,32.72
CLI_0227,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0227,Compte Épargne,107.3,29.17,78.13
CLI_0227,Assurance Vie,366.23,96.41,269.82
CLI_0227,Assurance Habitation,262.51,79.19,183.32
CLI_0227,Assurance Auto,312.63,64.66,247.97
CLI_0228,Compte Courant,34.35,21.99,12.36
CLI_0228,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0228,Compte Épargne,52.25,37.13,15.12
CLI_0228,Assurance Habitation,323.6,88.4,235.2
CLI_0229,Compte Courant,55.08,16.23,38.85
CLI_0229,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0229,Compte Épargne,132.25,30.09,102.15
CLI_0230,Compte Courant,56.57,23.87,32.7
CLI_0230,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0230,Compte Épargne,52.42,27.66,24.76
CLI_0230,Livret A,51.58,5.0,46.58
CLI_0230,Crédit Consommation,910.52,114.34,796.18
CLI_0231,Compte Courant,37.56,18.81,18.75
CLI_0231,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0231,Compte Épargne,100.09,39.02,61.07
CLI_0231,Assurance Habitation,340.53,71.47,269.06
CLI_0231,Assurance Auto,221.75,70.11,151.64
CLI_0232,Compte Courant,43.68,23.14,20.54
CLI_0232,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0232,Compte Épargne,88.07,30.77,57.3
CLI_0232,Livret A,73.51,5.0,68.51
CLI_0232,Assurance Vie,748.28,71.58,676.7
CLI_0232,Assurance Auto,217.44,78.32,139.11
CLI_0233,Compte Courant,50.87,24.51,26.36
CLI_0233,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0233,Compte Épargne,57.7,20.57,37.13
CLI_0233,Livret A,73.05,5.0,68.05
CLI_0233,Assurance Habitation,337.04,99.61,237.42
CLI_0234,Compte Courant,41.9,19.16,22.74
CLI_0234,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0234,Crédit Immobilier,2103.09,334.75,1768.34
CLI_0234,Crédit Consommation,820.85,123.71,697.13
CLI_0234,Assurance Habitation,170.08,94.35,75.73
CLI_0234,Assurance Auto,279.34,104.92,174.43
CLI_0235,Compte Courant,38.47,23.13,15.34
CLI_0235,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0235,Compte Épargne,61.84,35.12,26.72
CLI_0235,Assurance Vie,258.87,94.69,164.18
CLI_0235,Assurance Auto,493.6,70.39,423.21
CLI_0236,Compte Courant,38.57,23.65,14.92
CLI_0236,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0236,Crédit Immobilier,4597.92,313.48,4284.44
CLI_0236,Crédit Consommation,451.28,94.1,357.18
CLI_0236,Assurance Habitation,194.92,98.51,96.41
CLI_0236,Assurance Auto,420.66,88.09,332.58
CLI_0237,Compte Courant,59.53,20.57,38.96
CLI_0237,Livret A,59.67,5.0,54.67
CLI_0238,Compte Courant,39.98,18.82,21.16
CLI_0238,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0238,Livret A,55.66,5.0,50.66
CLI_0238,Crédit Consommation,362.81,110.71,252.1
CLI_0238,Assurance Auto,278.72,60.95,217.77
CLI_0239,Compte Courant,46.11,20.61,25.5
CLI_0239,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0239,Compte Épargne,88.39,25.37,63.02
CLI_0239,Livret A,59.12,5.0,54.12
CLI_0239,Assurance Vie,280.8,101.86,178.93
CLI_0239,Crédit Consommation,991.27,99.72,891.55
CLI_0239,Assurance Habitation,338.31,88.04,250.28
CLI_0240,Compte Courant,31.8,15.19,16.61
CLI_0240,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0240,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0240,Compte Épargne,147.39,23.87,123.53
CLI_0240,Livret A,69.33,5.0,64.33
CLI_0240,Crédit Immobilier,3466.48,379.34,3087.14
CLI_0240,Assurance Habitation,182.49,74.83,107.66
CLI_0240,Assurance Auto,362.94,101.93,261.01
CLI_0241,Compte Courant,57.13,23.05,34.07
CLI_0241,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0241,Crédit Immobilier,2460.58,563.68,1896.9
CLI_0242,Compte Courant,55.0,24.29,30.71
CLI_0242,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0242,Livret A,47.52,5.0,42.52
CLI_0242,Assurance Habitation,342.14,79.58,262.56
CLI_0243,Compte Courant,39.32,24.94,14.37
CLI_0243,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0243,Livret A,22.3,5.0,17.3
CLI_0243,Assurance Habitation,190.57,94.63,95.94
CLI_0244,Compte Courant,31.82,23.87,7.95
CLI_0244,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0244,Compte Épargne,121.52,20.73,100.79
CLI_0244,Livret A,45.76,5.0,40.76
CLI_0244,Crédit Consommation,979.02,149.97,829.05
CLI_0244,Assurance Habitation,383.97,93.38,290.59
CLI_0245,Compte Courant,39.98,15.85,24.13
CLI_0245,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0245,Livret A,76.66,5.0,71.66
CLI_0245,Assurance Habitation,279.32,53.72,225.6
CLI_0246,Compte Courant,54.5,23.69,30.81
CLI_0246,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0246,Compte Épargne,113.94,28.95,84.99
CLI_0246,Livret A,59.73,5.0,54.73
CLI_0246,Assurance Auto,482.67,113.58,369.09
CLI_0247,Compte Courant,58.68,20.14,38.53
CLI_0247,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0247,Compte Épargne,129.85,39.29,90.56
CLI_0247,Livret A,29.07,5.0,24.07
CLI_0247,Assurance Vie,210.96,136.9,74.06
CLI_0247,Crédit Immobilier,2183.46,312.74,1870.71
CLI_0247,Assurance Habitation,190.02,69.21,120.82
CLI_0248,Compte Courant,36.58,18.05,18.53
CLI_0248,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0248,Livret A,78.52,5.0,73.52
CLI_0249,Compte Courant,51.13,22.12,29.01
CLI_0249,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0249,Compte Épargne,59.47,34.64,24.83
CLI_0249,Livret A,64.36,5.0,59.36
CLI_0250,Compte Courant,49.79,17.28,32.51
CLI_0250,Compte Épargne,92.3,36.93,55.38
CLI_0250,Assurance Vie,602.12,123.28,478.84
CLI_0250,Assurance Habitation,296.84,72.48,224.36
CLI_0250,Assurance Auto,503.62,64.08,439.55
CLI_0251,Compte Courant,50.19,24.97,25.22
CLI_0251,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0251,Compte Épargne,128.02,25.81,102.21
CLI_0251,Assurance Auto,311.13,100.03,211.09
CLI_0252,Compte Courant,56.88,20.78,36.1
CLI_0252,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0252,Compte Épargne,102.74,23.21,79.53
CLI_0252,Crédit Immobilier,4004.1,510.69,3493.41
CLI_0252,Crédit Consommation,1170.26,116.02,1054.23
CLI_0253,Compte Courant,52.69,19.34,33.35
CLI_0253,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0253,Compte Épargne,105.85,36.33,69.52
CLI_0253,Livret A,33.32,5.0,28.32
CLI_0253,Crédit Immobilier,2700.04,531.99,2168.05
CLI_0254,Compte Courant,47.11,15.92,31.19
CLI_0254,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0254,Compte Épargne,93.02,31.73,61.29
CLI_0254,Livret A,74.57,5.0,69.57
CLI_0255,Compte Courant,35.65,23.06,12.6
CLI_0255,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0255,Compte Épargne,63.06,24.84,38.22
CLI_0255,Livret A,34.6,5.0,29.6
CLI_0255,Crédit Consommation,1089.73,103.88,985.85
CLI_0255,Assurance Habitation,346.74,73.09,273.65
CLI_0255,Assurance Auto,599.64,110.35,489.29
CLI_0256,Compte Courant,52.19,23.71,28.48
CLI_0256,Compte Épargne,113.4,36.87,76.53
CLI_0256,Livret A,35.67,5.0,30.67
CLI_0256,Crédit Immobilier,1841.96,484.78,1357.18
CLI_0256,Assurance Auto,373.88,85.59,288.29
CLI_0257,Compte Courant,45.8,18.61,27.19
CLI_0257,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0257,Assurance Habitation,306.51,51.53,254.99
CLI_0257,Assurance Auto,587.96,115.48,472.47
CLI_0258,Compte Courant,58.06,18.65,39.41
CLI_0258,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0258,Compte Épargne,103.19,39.08,64.11
CLI_0258,Assurance Vie,741.41,129.02,612.38
CLI_0258,Assurance Auto,362.93,93.86,269.07
CLI_0259,Compte Courant,53.79,17.73,36.06
CLI_0259,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0259,Compte Épargne,112.64,36.56,76.09
CLI_0259,Livret A,62.45,5.0,57.45
CLI_0259,Crédit Immobilier,3178.18,475.38,2702.8
CLI_0259,Assurance Habitation,397.17,80.1,317.07
CLI_0260,Compte Courant,53.57,22.27,31.3
CLI_0260,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0260,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0260,Livret A,62.09,5.0,57.09
CLI_0260,Assurance Habitation,329.09,72.72,256.37
CLI_0261,Compte Courant,44.22,19.68,24.55
CLI_0261,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0261,Compte Épargne,53.33,24.82,28.5
CLI_0261,Livret A,29.27,5.0,24.27
CLI_0261,Assurance Habitation,371.61,63.75,307.86
CLI_0262,Compte Courant,34.15,16.2,17.96
CLI_0262,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0262,Compte Épargne,120.0,20.12,99.88
CLI_0263,Compte Courant,44.14,16.19,27.95
CLI_0263,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0263,Livret A,70.98,5.0,65.98
CLI_0263,Assurance Habitation,389.61,97.94,291.67
CLI_0263,Assurance Auto,376.79,98.67,278.11
CLI_0264,Compte Courant,47.99,18.5,29.49
CLI_0264,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0264,Compte Épargne,94.41,21.29,73.12
CLI_0264,Crédit Consommation,1016.13,108.9,907.23
CLI_0264,Assurance Auto,384.21,88.84,295.37
CLI_0265,Compte Courant,46.82,23.18,23.64
CLI_0265,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0265,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0265,Livret A,61.51,5.0,56.51
CLI_0265,Crédit Consommation,896.76,143.21,753.55
CLI_0266,Compte Courant,32.88,19.02,13.86
CLI_0266,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0266,Compte Épargne,145.73,39.91,105.82
CLI_0266,Crédit Immobilier,4056.74,368.25,3688.49
CLI_0267,Compte Courant,33.06,19.15,13.91
CLI_0267,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0267,Compte Épargne,135.66,34.44,101.22
CLI_0267,Assurance Vie,730.34,111.58,618.76
CLI_0267,Crédit Immobilier,1956.15,334.44,1621.71
CLI_0267,Crédit Consommation,343.2,148.05,195.15
CLI_0267,Assurance Habitation,210.72,86.72,124.0
CLI_0268,Compte Courant,50.59,18.18,32.41
CLI_0268,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0268,Compte Épargne,67.68,22.05,45.63
CLI_0268,Assurance Vie,642.39,95.04,547.35
CLI_0268,Assurance Habitation,230.88,92.83,138.05
CLI_0269,Compte Courant,47.81,20.18,27.63
CLI_0269,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0269,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0269,Assurance Vie,646.03,131.56,514.47
CLI_0270,Compte Courant,50.58,19.4,31.18
CLI_0270,Compte Épargne,87.93,35.43,52.5
CLI_0270,Assurance Auto,407.16,102.26,304.9
CLI_0271,Compte Courant,56.71,24.16,32.55
CLI_0271,Compte Épargne,77.77,23.76,54.01
CLI_0271,Livret A,35.68,5.0,30.68
CLI_0272,Compte Courant,52.54,18.7,33.84
CLI_0272,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0272,Livret A,30.4,5.0,25.4
CLI_0272,Assurance Habitation,174.6,66.37,108.23
CLI_0272,Assurance Auto,254.45,69.38,185.07
CLI_0273,Compte Courant,50.52,15.2,35.32
CLI_0273,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0273,Compte Épargne,61.76,36.89,24.87
CLI_0273,Assurance Habitation,361.23,66.46,294.77
CLI_0274,Compte Courant,32.64,22.05,10.59
CLI_0274,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0274,Livret A,41.61,5.0,36.61
CLI_0274,Assurance Habitation,161.37,57.89,103.47
CLI_0274,Assurance Auto,254.89,95.35,159.54
CLI_0275,Compte Courant,56.94,22.93,34.01
CLI_0275,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0275,Compte Épargne,104.65,28.44,76.21
CLI_0275,Livret A,57.12,5.0,52.12
CLI_0276,Compte Courant,43.31,17.46,25.85
CLI_0276,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0276,Livret A,60.75,5.0,55.75
CLI_0276,Crédit Immobilier,4556.35,411.86,4144.49
CLI_0276,Assurance Habitation,360.38,71.55,288.83
CLI_0276,Assurance Auto,360.53,61.7,298.83
CLI_0277,Compte Courant,50.86,23.08,27.78
CLI_0277,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0277,Compte Épargne,116.36,23.03,93.33
CLI_0277,Livret A,26.2,5.0,21.2
CLI_0277,Assurance Habitation,293.21,70.08,223.14
CLI_0277,Assurance Auto,371.64,118.07,253.57
CLI_0278,Compte Courant,51.72,19.12,32.6
CLI_0278,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0278,Compte Épargne,51.91,20.68,31.23
CLI_0278,Assurance Vie,610.88,133.77,477.11
CLI_0278,Assurance Auto,483.08,84.35,398.73
CLI_0279,Compte Courant,30.93,24.67,6.26
CLI_0279,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0279,Compte Épargne,148.63,30.99,117.65
CLI_0279,Assurance Vie,242.4,104.1,138.31
CLI_0279,Assurance Habitation,373.08,84.0,289.09
CLI_0279,Assurance Auto,488.0,65.1,422.9
CLI_0280,Compte Courant,33.2,16.27,16.92
CLI_0280,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0280,Compte Épargne,140.44,30.52,109.92
CLI_0280,Livret A,67.49,5.0,62.49
CLI_0280,Assurance Vie,269.17,142.76,126.41
CLI_0280,Crédit Consommation,1039.03,106.97,932.06
CLI_0280,Assurance Habitation,368.55,63.17,305.37
CLI_0280,Assurance Auto,282.14,75.85,206.28
CLI_0281,Compte Courant,57.3,24.16,33.14
CLI_0281,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0281,Compte Épargne,82.9,34.11,48.79
CLI_0281,Livret A,60.54,5.0,55.54
CLI_0281,Assurance Vie,683.94,79.65,604.29
CLI_0281,Crédit Consommation,759.12,160.12,599.0
CLI_0282,Compte Courant,30.79,18.77,12.02
CLI_0282,Compte Épargne,119.59,25.05,94.54
CLI_0282,Assurance Vie,774.62,53.02,721.61
CLI_0282,Assurance Habitation,389.52,60.84,328.68
CLI_0283,Compte Courant,31.46,17.92,13.54
CLI_0283,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0283,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0283,Compte Épargne,128.63,35.05,93.58
CLI_0283,Livret A,32.53,5.0,27.53
CLI_0283,Assurance Vie,318.07,114.26,203.82
CLI_0283,Crédit Immobilier,3103.29,537.69,2565.6
CLI_0283,Assurance Habitation,156.03,80.52,75.51
CLI_0284,Compte Courant,51.92,24.93,26.99
CLI_0284,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0284,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0284,Compte Épargne,117.88,24.64,93.24
CLI_0284,Livret A,26.49,5.0,21.49
CLI_0284,Assurance Vie,584.55,102.32,482.23
CLI_0285,Compte Courant,56.97,22.27,34.71
CLI_0285,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0285,Assurance Habitation,277.44,70.18,207.26
CLI_0286,Compte Courant,42.13,17.26,24.87
CLI_0286,Livret A,21.04,5.0,16.04
CLI_0287,Compte Courant,47.25,17.12,30.12
CLI_0287,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0287,Compte Épargne,70.83,22.51,48.33
CLI_0287,Crédit Immobilier,2163.58,309.54,1854.05
CLI_0287,Crédit Consommation,906.81,128.17,778.64
CLI_0287,Assurance Auto,424.61,98.22,326.39
CLI_0288,Compte Courant,59.17,15.68,43.49
CLI_0288,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0288,Compte Épargne,91.79,24.92,66.87
CLI_0288,Livret A,48.6,5.0,43.6
CLI_0289,Compte Courant,57.61,22.24,35.37
CLI_0289,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0289,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0289,Assurance Vie,597.17,94.12,503.05
CLI_0289,Assurance Habitation,317.78,51.62,266.16
CLI_0289,Assurance Auto,434.5,93.23,341.27
CLI_0290,Compte Courant,40.4,17.02,23.38
CLI_0290,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0290,Compte Épargne,130.76,21.08,109.68
CLI_0290,Crédit Immobilier,1743.86,432.16,1311.7
CLI_0290,Assurance Habitation,213.14,87.27,125.87
CLI_0290,Assurance Auto,453.68,106.35,347.32
CLI_0291,Compte Courant,39.74,22.41,17.34
CLI_0291,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0291,Compte Épargne,136.23,26.91,109.32
CLI_0291,Livret A,40.39,5.0,35.39
CLI_0291,Assurance Vie,739.97,54.98,684.99
CLI_0291,Assurance Auto,340.08,67.12,272.96
CLI_0292,Compte Courant,30.87,16.13,14.74
CLI_0292,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0292,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0292,Compte Épargne,93.12,33.74,59.39
CLI_0292,Livret A,37.36,5.0,32.36
CLI_0292,Assurance Vie,709.81,93.76,616.04
CLI_0292,Assurance Auto,587.29,117.25,470.04
CLI_0293,Compte Courant,53.2,24.32,28.87
CLI_0293,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0293,Compte Épargne,120.71,37.91,82.8
CLI_0293,Assurance Vie,341.88,84.54,257.34
CLI_0293,Assurance Auto,501.17,85.47,415.7
CLI_0294,Compte Courant,55.12,23.78,31.34
CLI_0294,Compte Épargne,79.97,36.47,43.5
CLI_0294,Livret A,29.26,5.0,24.26
CLI_0294,Assurance Vie,400.52,101.8,298.72
CLI_0294,Crédit Consommation,503.8,149.51,354.29
CLI_0294,Assurance Auto,431.48,72.41,359.06
CLI_0295,Compte Courant,53.87,21.32,32.55
CLI_0295,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0295,Livret A,39.07,5.0,34.07
CLI_0295,Assurance Habitation,208.05,93.94,114.11
CLI_0296,Compte Courant,55.07,17.3,37.77
CLI_0296,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0296,Compte Épargne,53.56,36.09,17.47
CLI_0296,Crédit Immobilier,3654.28,330.26,3324.02
CLI_0296,Assurance Auto,434.94,87.13,347.81
CLI_0297,Compte Courant,53.24,17.09,36.15
CLI_0297,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0297,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0297,Compte Épargne,95.32,23.12,72.19
CLI_0297,Assurance Auto,583.01,106.72,476.29
CLI_0298,Compte Courant,52.1,21.9,30.2
CLI_0298,Assurance Vie,454.0,142.33,311.67
CLI_0298,Crédit Consommation,365.63,176.39,189.23
CLI_0298,Assurance Habitation,203.81,66.2,137.61
CLI_0298,Assurance Auto,407.77,106.96,300.81
CLI_0299,Compte Courant,55.16,20.84,34.32
CLI_0299,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0299,Compte Épargne,90.3,38.93,51.37
CLI_0299,Livret A,34.79,5.0,29.79
CLI_0299,Assurance Habitation,350.77,80.6,270.17
CLI_0300,Compte Courant,41.31,15.01,26.29
CLI_0300,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0300,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0300,Compte Épargne,94.66,25.53,69.13
CLI_0300,Livret A,26.26,5.0,21.26
CLI_0300,Assurance Vie,245.1,84.76,160.34
CLI_0300,Crédit Immobilier,3651.65,551.26,3100.4
CLI_0300,Assurance Habitation,195.89,71.23,124.66
CLI_0301,Compte Courant,41.76,20.13,21.62
CLI_0301,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0301,Livret A,68.58,5.0,63.58
CLI_0301,Assurance Vie,532.19,134.67,397.52
CLI_0301,Assurance Habitation,279.64,80.19,199.45
CLI_0301,Assurance Auto,374.95,109.39,265.57
CLI_0302,Compte Courant,57.71,21.39,36.32
CLI_0302,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0302,Compte Épargne,132.08,21.18,110.9
CLI_0302,Assurance Auto,562.44,71.34,491.11
CLI_0303,Compte Courant,37.7,15.53,22.16
CLI_0303,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0303,Compte Épargne,146.54,37.04,109.5
CLI_0303,Livret A,74.79,5.0,69.79
CLI_0303,Assurance Vie,708.33,97.95,610.38
CLI_0303,Crédit Immobilier,4734.29,590.84,4143.44
CLI_0303,Assurance Habitation,275.64,58.78,216.86
CLI_0303,Assurance Auto,463.45,118.53,344.92
CLI_0304,Compte Courant,56.16,23.62,32.55
CLI_0304,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0304,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0304,Assurance Vie,760.29,139.4,620.9
CLI_0304,Assurance Auto,510.51,103.1,407.42
CLI_0305,Compte Courant,37.94,21.21,16.73
CLI_0305,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0305,Livret A,51.29,5.0,46.29
CLI_0305,Crédit Consommation,1075.75,139.01,936.74
CLI_0305,Assurance Habitation,181.94,50.25,131.69
CLI_0305,Assurance Auto,471.15,92.99,378.15
CLI_0306,Compte Courant,39.93,16.69,23.24
CLI_0306,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0306,Compte Épargne,96.67,22.01,74.67
CLI_0306,Livret A,40.17,5.0,35.17
CLI_0307,Compte Courant,41.38,19.66,21.72
CLI_0307,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0307,Assurance Vie,479.97,75.7,404.27
CLI_0307,Assurance Auto,540.08,81.33,458.75
CLI_0308,Compte Courant,36.89,16.76,20.13
CLI_0308,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0308,Compte Épargne,82.26,21.35,60.91
CLI_0308,Assurance Auto,213.16,96.31,116.85
CLI_0309,Compte Courant,48.57,20.3,28.28
CLI_0309,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0309,Compte Épargne,126.23,20.78,105.45
CLI_0309,Livret A,76.16,5.0,71.16
CLI_0309,Crédit Immobilier,1832.73,502.21,1330.52
CLI_0309,Assurance Habitation,183.35,94.0,89.35
CLI_0310,Compte Courant,45.32,15.82,29.5
CLI_0310,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0310,Compte Épargne,111.67,20.18,91.49
CLI_0310,Assurance Auto,510.41,99.04,411.37
CLI_0311,Compte Courant,36.38,18.75,17.63
CLI_0311,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0311,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0311,Livret A,20.47,5.0,15.47
CLI_0311,Crédit Immobilier,3927.89,396.8,3531.09
CLI_0312,Compte Courant,47.15,24.57,22.58
CLI_0312,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0312,Compte Épargne,79.95,39.8,40.14
CLI_0312,Livret A,57.96,5.0,52.96
CLI_0312,Assurance Vie,345.25,93.68,251.58
CLI_0313,Compte Courant,52.21,19.46,32.75
CLI_0313,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0313,Assurance Vie,241.1,66.86,174.24
CLI_0313,Assurance Habitation,347.82,82.42,265.41
CLI_0314,Compte Courant,47.09,16.68,30.42
CLI_0314,Compte Épargne,133.78,39.21,94.56
CLI_0314,Assurance Vie,224.53,57.8,166.73
CLI_0314,Assurance Habitation,371.18,90.78,280.4
CLI_0315,Compte Courant,48.54,24.45,24.09
CLI_0315,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0315,Compte Épargne,114.64,24.32,90.32
CLI_0315,Livret A,63.72,5.0,58.72
CLI_0315,Assurance Auto,458.28,119.14,339.14
CLI_0316,Compte Courant,36.42,20.98,15.44
CLI_0316,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0316,Compte Épargne,128.02,26.78,101.24
CLI_0316,Assurance Vie,427.81,138.79,289.02
CLI_0316,Assurance Auto,361.68,97.48,264.19
CLI_0317,Compte Courant,56.68,17.1,39.58
CLI_0317,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0317,Compte Épargne,148.19,34.04,114.15
CLI_0317,Crédit Immobilier,3236.43,429.28,2807.15
CLI_0317,Crédit Consommation,1158.93,104.69,1054.24
CLI_0317,Assurance Habitation,227.92,65.39,162.53
CLI_0317,Assurance Auto,315.6,88.11,227.49
CLI_0318,Compte Courant,59.68,23.89,35.79
CLI_0318,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0318,Compte Épargne,82.79,28.46,54.34
CLI_0318,Livret A,60.17,5.0,55.17
CLI_0318,Crédit Consommation,315.44,178.42,137.02
CLI_0319,Compte Courant,56.39,23.57,32.82
CLI_0319,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0319,Compte Épargne,87.51,29.24,58.27
CLI_0319,Assurance Vie,207.43,89.94,117.49
CLI_0319,Crédit Immobilier,3111.49,572.09,2539.4
CLI_0320,Compte Courant,56.82,24.66,32.16
CLI_0320,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0320,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0320,Compte Épargne,138.51,20.16,118.35
CLI_0321,Compte Courant,49.24,15.68,33.56
CLI_0321,Assurance Habitation,218.15,78.92,139.23
CLI_0322,Compte Courant,51.02,21.55,29.47
CLI_0322,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0322,Compte Épargne,54.91,22.07,32.83
CLI_0322,Livret A,27.72,5.0,22.72
CLI_0323,Compte Courant,32.74,16.78,15.96
CLI_0323,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0323,Compte Épargne,118.85,36.62,82.23
CLI_0323,Assurance Habitation,252.2,84.64,167.56
CLI_0324,Compte Courant,36.0,24.73,11.27
CLI_0324,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0324,Compte Épargne,85.0,36.92,48.08
CLI_0324,Livret A,76.72,5.0,71.72
CLI_0324,Assurance Auto,545.89,64.02,481.86
CLI_0325,Compte Courant,49.51,16.2,33.31
CLI_0325,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0326,Compte Courant,30.17,15.52,14.65
CLI_0326,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0326,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0326,Compte Épargne,141.61,38.17,103.45
CLI_0326,Livret A,33.55,5.0,28.55
CLI_0326,Crédit Immobilier,3414.71,586.51,2828.21
CLI_0327,Compte Courant,44.9,18.94,25.97
CLI_0327,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0327,Compte Épargne,98.32,35.8,62.52
CLI_0327,Assurance Vie,486.37,128.33,358.04
CLI_0327,Crédit Immobilier,3010.94,375.6,2635.34
CLI_0327,Crédit Consommation,593.83,89.34,504.49
CLI_0328,Compte Courant,44.92,16.48,28.44
CLI_0328,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0329,Compte Courant,54.35,19.21,35.14
