transaction_id,client_id,date_transaction,type_transaction,montant,frais_generes
TRX_001110,CLI_0212,2024-09-13,Paiement carte,134.83,0.27
TRX_001111,CLI_0212,2021-10-14,Virement,1824.24,1.0
TRX_001112,CLI_0212,2025-04-27,Dépôt,1425.95,0.0
TRX_001113,CLI_0212,2021-05-15,Virement reçu,2655.6,0.0
TRX_001114,CLI_0212,2025-01-02,Virement,710.77,0.5
TRX_001115,CLI_0212,2026-01-08,Retrait DAB,289.2,1.5
TRX_001116,CLI_0212,2024-07-24,Prélèvement,654.12,0.0
TRX_001117,CLI_0212,2023-07-06,Retrait DAB,234.44,1.5
TRX_001118,CLI_0213,2024-03-18,Paiement carte,20.7,0.04
TRX_001119,CLI_0213,2023-08-12,Virement,3894.98,1.0
TRX_001120,CLI_0214,2024-09-16,Chèque,269.91,0.3
TRX_001121,CLI_0215,2023-10-17,Chèque,645.31,0.3
TRX_001122,CLI_0215,2024-06-30,Retrait DAB,139.94,1.5
TRX_001123,CLI_0215,2025-12-05,Virement reçu,232.82,0.0
TRX_001124,CLI_0215,2024-07-23,Paiement carte,393.92,0.79
TRX_001125,CLI_0215,2025-10-02,Virement,151.51,0.5
TRX_001126,CLI_0216,2021-12-18,Chèque,611.59,0.3
TRX_001127,CLI_0217,2025-12-01,Virement,4934.77,1.0
TRX_001128,CLI_0217,2025-12-13,Virement reçu,1329.28,0.0
TRX_001129,CLI_0218,2024-09-03,Prélèvement,899.24,0.0
TRX_001130,CLI_0219,2025-09-01,Retrait DAB,156.47,1.5
TRX_001131,CLI_0219,2025-12-22,Dépôt,1893.47,0.0
TRX_001132,CLI_0219,2025-07-01,Virement reçu,380.46,0.0
TRX_001133,CLI_0219,2025-01-03,Retrait DAB,280.68,1.5
TRX_001134,CLI_0219,2025-09-15,Prélèvement,97.98,0.0
TRX_001135,CLI_0219,2025-01-24,Paiement carte,278.18,0.56
TRX_001136,CLI_0219,2025-11-13,Paiement carte,446.32,0.89
TRX_001137,CLI_0219,2025-07-05,Chèque,336.45,0.3
TRX_001138,CLI_0219,2025-10-29,Virement reçu,2414.02,0.0
TRX_001139,CLI_0219,2026-02-01,Chèque,391.9,0.3
TRX_001140,CLI_0219,2025-12-05,Virement reçu,4765.51,0.0
TRX_001141,CLI_0220,2025-10-25,Virement,2084.35,1.0
TRX_001142,CLI_0220,2025-10-16,Virement reçu,4994.09,0.0
TRX_001143,CLI_0220,2025-09-28,Chèque,149.47,0.3
TRX_001144,CLI_0220,2025-10-23,Virement,2934.85,1.0
TRX_001145,CLI_0221,2025-03-23,Dépôt,922.73,0.0
TRX_001146,CLI_0221,2025-05-30,Chèque,757.0,0.3
TRX_001147,CLI_0221,2025-08-26,Virement reçu,1853.0,0.0
TRX_001148,CLI_0221,2025-04-14,Prélèvement,110.71,0.0
TRX_001149,CLI_0221,2025-10-08,Paiement carte,46.42,0.09
TRX_001150,CLI_0221,2025-01-23,Dépôt,274.96,0.0
TRX_001151,CLI_0221,2024-02-20,Chèque,882.71,0.3
TRX_001152,CLI_0221,2025-12-22,Chèque,525.0,0.3
TRX_001153,CLI_0221,2026-02-04,Prélèvement,727.24,0.0
TRX_001154,CLI_0221,2025-05-30,Paiement carte,202.53,0.41
TRX_001155,CLI_0222,2021-06-20,Paiement carte,289.72,0.58
TRX_001156,CLI_0222,2025-02-22,Virement,4557.02,1.0
TRX_001157,CLI_0222,2020-11-29,Retrait DAB,21.73,1.5
TRX_001158,CLI_0222,2023-09-23,Virement,4072.35,1.0
TRX_001159,CLI_0222,2026-02-01,Chèque,953.53,0.3
TRX_001160,CLI_0222,2022-09-18,Virement reçu,547.5,0.0
TRX_001161,CLI_0223,2025-01-05,Dépôt,1923.46,0.0
TRX_001162,CLI_0223,2025-07-13,Virement reçu,2733.95,0.0
TRX_001163,CLI_0224,2025-06-05,Dépôt,96.88,0.0
TRX_001164,CLI_0225,2022-07-22,Paiement carte,230.47,0.46
TRX_001165,CLI_0225,2025-09-24,Virement reçu,3495.25,0.0
TRX_001166,CLI_0226,2023-10-18,Paiement carte,114.44,0.23
TRX_001167,CLI_0226,2024-05-04,Virement reçu,4349.17,0.0
TRX_001168,CLI_0227,2025-09-22,Virement reçu,1259.9,0.0
TRX_001169,CLI_0227,2024-11-28,Prélèvement,888.48,0.0
TRX_001170,CLI_0227,2026-02-23,Dépôt,239.11,0.0
TRX_001171,CLI_0228,2025-07-11,Virement,4889.54,1.0
TRX_001172,CLI_0228,2025-09-02,Dépôt,1713.97,0.0
TRX_001173,CLI_0228,2026-02-09,Chèque,548.5,0.3
TRX_001174,CLI_0228,2026-02-22,Chèque,642.92,0.3
TRX_001175,CLI_0229,2023-01-29,Virement,1431.15,1.0
TRX_001176,CLI_0230,2025-04-17,Retrait DAB,164.25,1.5
TRX_001177,CLI_0230,2023-11-21,Retrait DAB,297.28,1.5
TRX_001178,CLI_0230,2024-02-05,Virement,3095.57,1.0
TRX_001179,CLI_0230,2025-05-19,Prélèvement,402.43,0.0
TRX_001180,CLI_0230,2025-08-16,Virement reçu,3883.54,0.0
TRX_001181,CLI_0231,2023-08-31,Paiement carte,16.69,0.03
TRX_001182,CLI_0231,2026-02-14,Prélèvement,900.94,0.0
TRX_001183,CLI_0231,2021-12-25,Paiement carte,24.18,0.05
TRX_001184,CLI_0231,2024-01-12,Chèque,315.68,0.3
TRX_001185,CLI_0232,2024-12-12,Paiement carte,247.24,0.49
TRX_001186,CLI_0232,2022-03-25,Chèque,814.61,0.3
TRX_001187,CLI_0232,2024-07-12,Paiement carte,292.48,0.58
TRX_001188,CLI_0232,2023-07-05,Virement,1776.14,1.0
TRX_001189,CLI_0233,2023-08-27,Virement reçu,3556.9,0.0
TRX_001190,CLI_0233,2024-07-12,Virement,1018.77,1.0
TRX_001191,CLI_0233,2021-06-10,Paiement carte,377.79,0.76
TRX_001192,CLI_0233,2023-03-06,Virement,1256.38,1.0
TRX_001193,CLI_0234,2023-04-26,Chèque,108.18,0.3
TRX_001194,CLI_0234,2023-10-29,Chèque,683.47,0.3
TRX_001195,CLI_0234,2025-01-08,Dépôt,1046.63,0.0
TRX_001196,CLI_0235,2024-04-14,Prélèvement,852.56,0.0
TRX_001197,CLI_0235,2024-10-20,Virement reçu,490.06,0.0
TRX_001198,CLI_0235,2023-09-10,Retrait DAB,217.95,1.5
TRX_001199,CLI_0236,2025-12-12,Chèque,225.51,0.3
TRX_001200,CLI_0236,2025-09-23,Chèque,612.29,0.3
TRX_001201,CLI_0236,2025-11-06,Chèque,881.18,0.3
TRX_001202,CLI_0237,2026-01-23,Retrait DAB,124.17,1.5
TRX_001203,CLI_0237,2026-02-05,Chèque,183.2,0.3
TRX_001204,CLI_0238,2025-09-22,Virement reçu,1386.18,0.0
TRX_001205,CLI_0238,2024-06-30,Virement reçu,2947.96,0.0
TRX_001206,CLI_0238,2025-06-30,Virement,3619.02,1.0
TRX_001207,CLI_0238,2021-07-07,Chèque,211.98,0.3
TRX_001208,CLI_0238,2022-11-28,Virement,3038.03,1.0
TRX_001209,CLI_0238,2024-04-01,Retrait DAB,174.1,1.5
TRX_001210,CLI_0238,2023-09-11,Dépôt,1052.21,0.0
TRX_001211,CLI_0239,2025-03-28,Retrait DAB,254.49,1.5
TRX_001212,CLI_0239,2025-09-28,Virement,1682.65,1.0
TRX_001213,CLI_0239,2023-11-26,Prélèvement,894.56,0.0
TRX_001214,CLI_0239,2025-02-26,Prélèvement,202.6,0.0
TRX_001215,CLI_0239,2026-01-29,Virement reçu,947.82,0.0
TRX_001216,CLI_0240,2025-08-18,Virement reçu,685.7,0.0
TRX_001217,CLI_0240,2023-10-06,Virement,1228.56,1.0
TRX_001218,CLI_0240,2022-11-22,Dépôt,257.5,0.0
TRX_001219,CLI_0240,2022-07-26,Prélèvement,830.66,0.0
TRX_001220,CLI_0240,2022-02-22,Chèque,225.07,0.3
TRX_001221,CLI_0240,2023-09-02,Prélèvement,759.93,0.0
TRX_001222,CLI_0240,2024-01-12,Chèque,143.12,0.3
TRX_001223,CLI_0240,2025-11-06,Prélèvement,951.09,0.0
TRX_001224,CLI_0241,2025-03-04,Virement,133.3,0.5
TRX_001225,CLI_0241,2025-05-21,Virement,3842.9,1.0
TRX_001226,CLI_0241,2025-12-31,Chèque,562.67,0.3
TRX_001227,CLI_0242,2025-06-30,Dépôt,917.19,0.0
TRX_001228,CLI_0242,2022-06-02,Chèque,618.89,0.3
TRX_001229,CLI_0243,2024-05-05,Paiement carte,395.3,0.79
TRX_001230,CLI_0243,2025-07-05,Dépôt,839.96,0.0
TRX_001231,CLI_0244,2024-11-07,Prélèvement,730.19,0.0
TRX_001232,CLI_0244,2024-10-27,Virement,3075.89,1.0
TRX_001233,CLI_0244,2024-12-31,Virement reçu,534.03,0.0
TRX_001234,CLI_0244,2022-04-19,Dépôt,1369.9,0.0
TRX_001235,CLI_0244,2024-06-14,Chèque,157.69,0.3
TRX_001236,CLI_0244,2025-04-22,Paiement carte,302.11,0.6
TRX_001237,CLI_0244,2024-11-16,Chèque,765.62,0.3
TRX_001238,CLI_0244,2023-01-07,Virement reçu,1133.75,0.0
TRX_001239,CLI_0244,2025-04-08,Prélèvement,849.54,0.0
TRX_001240,CLI_0244,2026-02-14,Chèque,127.32,0.3
TRX_001241,CLI_0245,2022-07-29,Virement,2145.22,1.0
TRX_001242,CLI_0245,2024-01-11,Virement reçu,1617.38,0.0
TRX_001243,CLI_0246,2025-09-30,Dépôt,310.87,0.0
TRX_001244,CLI_0246,2026-02-21,Retrait DAB,286.93,1.5
TRX_001245,CLI_0246,2025-08-12,Paiement carte,45.61,0.09
TRX_001246,CLI_0246,2025-06-29,Dépôt,438.23,0.0
TRX_001247,CLI_0247,2023-04-09,Retrait DAB,193.67,1.5
TRX_001248,CLI_0247,2024-12-12,Retrait DAB,172.54,1.5
TRX_001249,CLI_0248,2025-06-06,Paiement carte,53.89,0.11
TRX_001250,CLI_0248,2024-12-23,Prélèvement,729.6,0.0
TRX_001251,CLI_0248,2025-10-05,Dépôt,578.73,0.0
TRX_001252,CLI_0248,2026-01-15,Retrait DAB,232.89,1.5
TRX_001253,CLI_0248,2026-02-20,Chèque,750.17,0.3
TRX_001254,CLI_0249,2024-12-18,Virement reçu,1165.52,0.0
TRX_001255,CLI_0249,2026-02-24,Dépôt,765.02,0.0
TRX_001256,CLI_0249,2025-11-09,Prélèvement,421.37,0.0
TRX_001257,CLI_0249,2024-08-24,Prélèvement,977.63,0.0
TRX_001258,CLI_0249,2025-11-01,Virement reçu,4777.87,0.0
TRX_001259,CLI_0249,2024-11-24,Virement reçu,4020.67,0.0
TRX_001260,CLI_0249,2025-01-19,Virement reçu,1284.13,0.0
TRX_001261,CLI_0249,2024-06-15,Virement reçu,433.38,0.0
TRX_001262,CLI_0249,2025-11-27,Prélèvement,351.06,0.0
TRX_001263,CLI_0249,2025-06-30,Dépôt,570.25,0.0
TRX_001264,CLI_0250,2024-06-20,Virement reçu,3910.87,0.0
TRX_001265,CLI_0250,2023-04-23,Chèque,872.49,0.3
TRX_001266,CLI_0250,2024-08-20,Dépôt,1697.48,0.0
TRX_001267,CLI_0250,2025-05-09,Dépôt,751.37,0.0
TRX_001268,CLI_0250,2025-11-10,Virement reçu,3467.45,0.0
TRX_001269,CLI_0250,2024-12-31,Virement reçu,1632.89,0.0
TRX_001270,CLI_0250,2025-08-27,Retrait DAB,37.05,1.5
TRX_001271,CLI_0250,2025-01-11,Chèque,731.41,0.3
TRX_001272,CLI_0250,2022-09-25,Dépôt,69.16,0.0
TRX_001273,CLI_0250,2023-04-05,Virement,2104.99,1.0
TRX_001274,CLI_0251,2025-07-07,Prélèvement,217.22,0.0
TRX_001275,CLI_0251,2025-01-20,Virement reçu,4344.54,0.0
TRX_001276,CLI_0251,2025-01-21,Prélèvement,471.97,0.0
TRX_001277,CLI_0251,2025-05-09,Chèque,223.35,0.3
TRX_001278,CLI_0252,2024-02-05,Retrait DAB,102.3,1.5
TRX_001279,CLI_0252,2024-08-07,Prélèvement,474.01,0.0
TRX_001280,CLI_0252,2023-07-18,Virement reçu,3662.39,0.0
TRX_001281,CLI_0253,2026-02-17,Retrait DAB,258.5,1.5
TRX_001282,CLI_0253,2025-04-26,Chèque,147.32,0.3
TRX_001283,CLI_0253,2025-10-16,Virement,611.64,0.5
TRX_001284,CLI_0253,2025-07-14,Chèque,612.08,0.3
TRX_001285,CLI_0253,2025-08-31,Virement,2704.25,1.0
TRX_001286,CLI_0254,2026-01-28,Chèque,240.73,0.3
TRX_001287,CLI_0254,2025-10-09,Chèque,776.62,0.3
TRX_001288,CLI_0254,2023-11-18,Virement reçu,2884.52,0.0
TRX_001289,CLI_0254,2025-10-08,Paiement carte,144.59,0.29
TRX_001290,CLI_0254,2023-12-15,Dépôt,975.15,0.0
TRX_001291,CLI_0254,2024-03-27,Virement reçu,1735.51,0.0
TRX_001292,CLI_0254,2022-11-20,Paiement carte,293.86,0.59
TRX_001293,CLI_0254,2024-10-17,Paiement carte,445.61,0.89
TRX_001294,CLI_0254,2024-05-17,Dépôt,1160.14,0.0
TRX_001295,CLI_0254,2022-12-04,Virement,3195.44,1.0
TRX_001296,CLI_0254,2024-01-12,Prélèvement,542.81,0.0
TRX_001297,CLI_0255,2026-02-21,Chèque,124.37,0.3
TRX_001298,CLI_0255,2026-01-24,Virement reçu,2301.41,0.0
TRX_001299,CLI_0255,2026-02-12,Chèque,366.8,0.3
TRX_001300,CLI_0255,2026-01-21,Chèque,936.68,0.3
TRX_001301,CLI_0255,2026-01-20,Retrait DAB,54.89,1.5
TRX_001302,CLI_0255,2026-02-22,Prélèvement,669.85,0.0
TRX_001303,CLI_0255,2026-01-05,Prélèvement,100.08,0.0
TRX_001304,CLI_0255,2026-01-18,Virement reçu,2286.24,0.0
TRX_001305,CLI_0255,2026-01-11,Paiement carte,281.45,0.56
TRX_001306,CLI_0256,2022-11-28,Paiement carte,232.99,0.47
TRX_001307,CLI_0257,2024-04-01,Dépôt,1429.86,0.0
TRX_001308,CLI_0257,2024-03-17,Prélèvement,150.9,0.0
TRX_001309,CLI_0257,2023-12-02,Dépôt,1562.96,0.0
TRX_001310,CLI_0257,2025-11-03,Retrait DAB,246.23,1.5
TRX_001311,CLI_0257,2023-06-26,Retrait DAB,234.97,1.5
TRX_001312,CLI_0257,2024-10-10,Virement reçu,658.43,0.0
TRX_001313,CLI_0257,2026-02-04,Prélèvement,661.71,0.0
TRX_001314,CLI_0258,2025-04-25,Prélèvement,524.57,0.0
TRX_001315,CLI_0258,2025-09-17,Dépôt,1541.31,0.0
TRX_001316,CLI_0258,2025-05-01,Chèque,339.0,0.3
TRX_001317,CLI_0258,2026-02-19,Dépôt,1623.21,0.0
TRX_001318,CLI_0258,2025-09-06,Paiement carte,133.39,0.27
TRX_001319,CLI_0259,2025-05-20,Dépôt,1295.98,0.0
TRX_001320,CLI_0259,2024-03-07,Virement,499.09,0.5
TRX_001321,CLI_0259,2026-02-21,Retrait DAB,141.8,1.5
TRX_001322,CLI_0260,2025-08-06,Prélèvement,301.86,0.0
TRX_001323,CLI_0260,2024-08-21,Dépôt,892.42,0.0
TRX_001324,CLI_0260,2024-04-24,Chèque,999.14,0.3
TRX_001325,CLI_0260,2025-07-16,Prélèvement,259.31,0.0
TRX_001326,CLI_0260,2025-04-15,Dépôt,251.27,0.0
TRX_001327,CLI_0260,2025-08-17,Paiement carte,296.67,0.59
TRX_001328,CLI_0260,2024-05-19,Retrait DAB,156.79,1.5
TRX_001329,CLI_0260,2024-09-28,Prélèvement,547.99,0.0
TRX_001330,CLI_0260,2025-12-25,Retrait DAB,206.74,1.5
TRX_001331,CLI_0260,2025-01-19,Retrait DAB,94.8,1.5
TRX_001332,CLI_0260,2024-12-11,Prélèvement,915.13,0.0
TRX_001333,CLI_0261,2025-12-29,Dépôt,1742.6,0.0
TRX_001334,CLI_0261,2025-09-06,Paiement carte,415.81,0.83
TRX_001335,CLI_0261,2025-09-22,Chèque,663.45,0.3
TRX_001336,CLI_0261,2025-12-29,Virement reçu,468.87,0.0
TRX_001337,CLI_0262,2025-03-10,Virement,3145.44,1.0
TRX_001338,CLI_0262,2026-02-11,Retrait DAB,81.56,1.5
TRX_001339,CLI_0263,2025-08-28,Prélèvement,904.44,0.0
TRX_001340,CLI_0263,2024-07-11,Virement,754.32,0.5
TRX_001341,CLI_0264,2025-03-07,Paiement carte,472.06,0.94
TRX_001342,CLI_0264,2024-08-07,Paiement carte,309.08,0.62
TRX_001343,CLI_0264,2024-12-31,Dépôt,1678.2,0.0
TRX_001344,CLI_0264,2025-01-27,Virement,3580.72,1.0
TRX_001345,CLI_0264,2025-09-24,Chèque,201.25,0.3
TRX_001346,CLI_0265,2025-11-24,Dépôt,1868.08,0.0
TRX_001347,CLI_0265,2025-12-29,Paiement carte,430.52,0.86
TRX_001348,CLI_0265,2025-12-23,Virement,935.95,0.5
TRX_001349,CLI_0265,2025-11-04,Virement reçu,2240.11,0.0
TRX_001350,CLI_0265,2025-10-09,Retrait DAB,149.92,1.5
TRX_001351,CLI_0265,2025-12-30,Virement,3966.57,1.0
TRX_001352,CLI_0265,2025-09-14,Prélèvement,622.75,0.0
TRX_001353,CLI_0265,2026-01-05,Dépôt,1325.73,0.0
TRX_001354,CLI_0265,2025-08-22,Virement reçu,4991.18,0.0
TRX_001355,CLI_0265,2025-09-06,Prélèvement,121.21,0.0
TRX_001356,CLI_0266,2026-02-23,Virement reçu,4198.26,0.0
TRX_001357,CLI_0267,2025-04-16,Chèque,158.75,0.3
TRX_001358,CLI_0267,2025-11-18,Chèque,839.66,0.3
TRX_001359,CLI_0268,2022-05-25,Prélèvement,885.36,0.0
TRX_001360,CLI_0268,2024-10-30,Chèque,562.8,0.3
TRX_001361,CLI_0269,2024-09-04,Virement reçu,3285.92,0.0
TRX_001362,CLI_0269,2022-08-22,Virement reçu,4914.16,0.0
TRX_001363,CLI_0269,2026-01-31,Prélèvement,916.23,0.0
TRX_001364,CLI_0269,2022-05-15,Paiement carte,225.17,0.45
TRX_001365,CLI_0270,2025-07-27,Retrait DAB,79.55,1.5
TRX_001366,CLI_0270,2021-10-05,Virement,575.39,0.5
TRX_001367,CLI_0270,2021-12-17,Virement,414.77,0.5
TRX_001368,CLI_0270,2022-07-19,Chèque,633.43,0.3
TRX_001369,CLI_0271,2024-03-19,Dépôt,157.45,0.0
TRX_001370,CLI_0271,2023-03-14,Dépôt,882.44,0.0
TRX_001371,CLI_0271,2024-01-30,Retrait DAB,151.33,1.5
TRX_001372,CLI_0271,2025-02-01,Paiement carte,464.99,0.93
TRX_001373,CLI_0271,2025-05-01,Virement reçu,3241.32,0.0
TRX_001374,CLI_0271,2025-01-26,Paiement carte,162.71,0.33
TRX_001375,CLI_0271,2024-07-29,Virement,2674.06,1.0
TRX_001376,CLI_0271,2024-12-26,Virement reçu,423.67,0.0
TRX_001377,CLI_0271,2023-06-20,Dépôt,1946.51,0.0
TRX_001378,CLI_0271,2022-11-02,Virement reçu,1864.29,0.0
TRX_001379,CLI_0271,2023-02-27,Chèque,530.08,0.3
TRX_001380,CLI_0272,2024-10-06,Dépôt,1380.9,0.0
TRX_001381,CLI_0272,2020-11-02,Virement reçu,3344.94,0.0
TRX_001382,CLI_0273,2025-06-28,Retrait DAB,35.99,1.5
TRX_001383,CLI_0273,2026-02-03,Virement,1780.95,1.0
TRX_001384,CLI_0273,2025-10-17,Chèque,700.24,0.3
TRX_001385,CLI_0273,2025-10-23,Dépôt,249.93,0.0
TRX_001386,CLI_0274,2024-05-27,Retrait DAB,59.11,1.5
TRX_001387,CLI_0274,2025-05-22,Paiement carte,360.71,0.72
TRX_001388,CLI_0274,2025-04-08,Chèque,975.51,0.3
TRX_001389,CLI_0274,2026-01-05,Virement,4917.02,1.0
TRX_001390,CLI_0274,2025-06-28,Prélèvement,519.28,0.0
TRX_001391,CLI_0274,2025-08-28,Prélèvement,875.88,0.0
TRX_001392,CLI_0275,2021-11-30,Virement reçu,2555.1,0.0
TRX_001393,CLI_0275,2023-05-05,Chèque,615.48,0.3
TRX_001394,CLI_0275,2025-08-15,Chèque,223.5,0.3
TRX_001395,CLI_0275,2024-03-17,Retrait DAB,282.55,1.5
TRX_001396,CLI_0275,2024-09-14,Prélèvement,384.33,0.0
TRX_001397,CLI_0275,2022-10-27,Virement reçu,2286.13,0.0
TRX_001398,CLI_0275,2026-02-14,Chèque,704.49,0.3
TRX_001399,CLI_0276,2026-01-17,Virement,599.21,0.5
TRX_001400,CLI_0276,2025-11-19,Virement,4564.49,1.0
TRX_001401,CLI_0276,2025-10-24,Virement,4120.49,1.0
TRX_001402,CLI_0276,2026-01-22,Dépôt,1532.07,0.0
TRX_001403,CLI_0276,2025-11-04,Retrait DAB,33.65,1.5
TRX_001404,CLI_0276,2025-12-06,Virement reçu,4234.27,0.0
TRX_001405,CLI_0276,2026-01-10,Prélèvement,466.14,0.0
TRX_001406,CLI_0277,2023-09-17,Virement reçu,2682.55,0.0
TRX_001407,CLI_0277,2024-04-08,Prélèvement,603.41,0.0
TRX_001408,CLI_0277,2022-04-19,Prélèvement,699.6,0.0
TRX_001409,CLI_0277,2022-08-20,Dépôt,1518.58,0.0
TRX_001410,CLI_0277,2026-01-28,Retrait DAB,223.69,1.5
TRX_001411,CLI_0277,2022-06-26,Virement,4361.12,1.0
TRX_001412,CLI_0277,2022-05-31,Virement reçu,1028.27,0.0
TRX_001413,CLI_0277,2025-11-17,Dépôt,832.24,0.0
TRX_001414,CLI_0277,2021-09-13,Chèque,953.02,0.3
TRX_001415,CLI_0277,2025-08-10,Dépôt,823.35,0.0
TRX_001416,CLI_0278,2025-10-12,Virement reçu,185.74,0.0
TRX_001417,CLI_0278,2023-08-09,Retrait DAB,33.72,1.5
TRX_001418,CLI_0278,2023-07-28,Retrait DAB,180.38,1.5
TRX_001419,CLI_0278,2023-09-30,Prélèvement,828.52,0.0
TRX_001420,CLI_0278,2025-12-04,Retrait DAB,111.49,1.5
TRX_001421,CLI_0279,2022-12-10,Prélèvement,319.86,0.0
TRX_001422,CLI_0279,2024-09-13,Virement reçu,4974.4,0.0
TRX_001423,CLI_0279,2022-04-03,Virement,4836.14,1.0
TRX_001424,CLI_0279,2022-07-15,Dépôt,909.44,0.0
TRX_001425,CLI_0279,2021-04-30,Prélèvement,297.38,0.0
TRX_001426,CLI_0279,2022-09-20,Paiement carte,420.82,0.84
TRX_001427,CLI_0279,2023-06-19,Retrait DAB,220.37,1.5
TRX_001428,CLI_0279,2024-05-24,Virement reçu,3466.01,0.0
TRX_001429,CLI_0279,2022-08-27,Virement reçu,4476.26,0.0
TRX_001430,CLI_0279,2024-03-19,Prélèvement,704.95,0.0
TRX_001431,CLI_0280,2024-12-19,Dépôt,295.91,0.0
TRX_001432,CLI_0280,2023-11-03,Chèque,216.87,0.3
TRX_001433,CLI_0280,2023-07-27,Paiement carte,341.34,0.68
TRX_001434,CLI_0280,2022-09-28,Virement,4307.14,1.0
TRX_001435,CLI_0280,2023-07-21,Prélèvement,964.6,0.0
TRX_001436,CLI_0280,2023-01-14,Virement reçu,3178.9,0.0
TRX_001437,CLI_0280,2025-12-11,Virement reçu,1002.1,0.0
TRX_001438,CLI_0280,2024-03-29,Retrait DAB,49.58,1.5
TRX_001439,CLI_0280,2023-10-24,Prélèvement,822.21,0.0
TRX_001440,CLI_0280,2025-08-09,Virement reçu,2935.91,0.0
TRX_001441,CLI_0281,2024-12-01,Paiement carte,390.68,0.78
TRX_001442,CLI_0281,2025-08-26,Paiement carte,44.69,0.09
TRX_001443,CLI_0281,2025-01-25,Chèque,694.35,0.3
TRX_001444,CLI_0281,2024-10-08,Paiement carte,406.51,0.81
TRX_001445,CLI_0281,2026-02-24,Virement,3396.88,1.0
TRX_001446,CLI_0281,2024-01-16,Virement reçu,2536.42,0.0
TRX_001447,CLI_0281,2023-07-08,Chèque,955.28,0.3
TRX_001448,CLI_0282,2025-06-06,Chèque,676.4,0.3
TRX_001449,CLI_0282,2025-03-26,Dépôt,662.62,0.0
TRX_001450,CLI_0282,2025-04-24,Retrait DAB,288.23,1.5
TRX_001451,CLI_0282,2026-01-24,Virement reçu,263.78,0.0
TRX_001452,CLI_0282,2025-02-22,Virement reçu,2940.98,0.0
TRX_001453,CLI_0283,2025-10-22,Virement,3589.88,1.0
TRX_001454,CLI_0283,2026-02-09,Virement reçu,961.86,0.0
TRX_001455,CLI_0283,2025-10-10,Chèque,311.84,0.3
TRX_001456,CLI_0283,2026-02-28,Dépôt,1014.02,0.0
TRX_001457,CLI_0284,2023-12-03,Chèque,535.22,0.3
TRX_001458,CLI_0284,2024-12-16,Prélèvement,63.91,0.0
TRX_001459,CLI_0284,2021-11-09,Dépôt,1846.23,0.0
TRX_001460,CLI_0284,2023-02-10,Dépôt,1953.37,0.0
TRX_001461,CLI_0284,2024-09-04,Paiement carte,118.92,0.24
TRX_001462,CLI_0284,2025-04-26,Chèque,287.3,0.3
TRX_001463,CLI_0284,2022-06-26,Retrait DAB,231.04,1.5
TRX_001464,CLI_0284,2023-11-07,Prélèvement,290.71,0.0
TRX_001465,CLI_0284,2025-12-24,Dépôt,1795.4,0.0
TRX_001466,CLI_0284,2025-10-05,Chèque,616.54,0.3
TRX_001467,CLI_0284,2023-04-13,Prélèvement,383.24,0.0
TRX_001468,CLI_0285,2025-07-21,Dépôt,1521.91,0.0
TRX_001469,CLI_0286,2023-11-21,Virement,4567.0,1.0
TRX_001470,CLI_0286,2023-04-02,Retrait DAB,279.84,1.5
TRX_001471,CLI_0286,2023-11-04,Virement,910.56,0.5
TRX_001472,CLI_0286,2024-09-28,Prélèvement,52.21,0.0
TRX_001473,CLI_0287,2025-12-06,Virement reçu,1544.6,0.0
TRX_001474,CLI_0287,2023-06-02,Chèque,419.09,0.3
TRX_001475,CLI_0287,2025-05-15,Prélèvement,586.36,0.0
TRX_001476,CLI_0288,2025-09-06,Prélèvement,919.53,0.0
TRX_001477,CLI_0288,2025-04-22,Dépôt,568.09,0.0
TRX_001478,CLI_0288,2025-11-06,Virement reçu,4489.5,0.0
TRX_001479,CLI_0288,2025-04-05,Virement reçu,607.03,0.0
TRX_001480,CLI_0288,2026-01-30,Paiement carte,331.72,0.66
TRX_001481,CLI_0288,2025-07-23,Virement,4544.23,1.0
TRX_001482,CLI_0288,2025-05-13,Chèque,251.87,0.3
TRX_001483,CLI_0288,2025-09-27,Prélèvement,969.91,0.0
TRX_001484,CLI_0289,2024-02-04,Retrait DAB,211.51,1.5
TRX_001485,CLI_0289,2024-12-14,Prélèvement,230.72,0.0
TRX_001486,CLI_0289,2024-01-14,Virement reçu,2652.34,0.0
TRX_001487,CLI_0290,2022-08-13,Dépôt,188.52,0.0
TRX_001488,CLI_0290,2024-05-07,Paiement carte,410.97,0.82
TRX_001489,CLI_0290,2025-07-25,Paiement carte,174.48,0.35
TRX_001490,CLI_0290,2020-10-26,Virement,2915.45,1.0
TRX_001491,CLI_0290,2023-12-07,Virement,2622.44,1.0
TRX_001492,CLI_0290,2026-02-22,Virement reçu,2614.98,0.0
TRX_001493,CLI_0290,2023-05-14,Chèque,196.5,0.3
TRX_001494,CLI_0290,2023-04-02,Dépôt,875.79,0.0
TRX_001495,CLI_0290,2022-04-01,Paiement carte,231.66,0.46
TRX_001496,CLI_0291,2025-09-17,Retrait DAB,75.21,1.5
TRX_001497,CLI_0291,2024-11-13,Dépôt,240.34,0.0
TRX_001498,CLI_0291,2025-05-10,Paiement carte,91.76,0.18
TRX_001499,CLI_0291,2025-04-11,Dépôt,1851.28,0.0
TRX_001500,CLI_0291,2025-10-15,Retrait DAB,250.01,1.5
TRX_001501,CLI_0292,2025-03-06,Chèque,212.15,0.3
