client_id,cout_acquisition,anciennete_mois,revenus_transactions,revenus_annuels,cout_gestion_annuel,revenus_totaux,couts_totaux,profit_net,segment_calcule
CLI_0265,301.77,6,3.86,1170.09,201.39000000000001,1173.9499999999998,244.5,929.4499999999998,VIP
CLI_0266,307.83,3,0.0,4280.349999999999,437.18,4280.349999999999,514.1375,3766.2124999999996,VIP
CLI_0267,218.34,17,0.6,3454.13,744.38,3454.73,756.51,2698.2200000000003,VIP
CLI_0268,164.32,52,0.3,1036.54,238.10000000000002,1036.84,241.20037735849058,795.6396226415093,VIP
CLI_0269,108.49,47,0.45,858.8399999999999,181.74,859.29,184.00020833333335,675.2897916666666,VIP
CLI_0270,141.48,56,2.8,545.6700000000001,157.09,548.47,159.5721052631579,388.8978947368421,Standard
CLI_0271,92.51,40,4.06,170.16,52.92,174.22,55.17634146341464,119.04365853658535,Standard
CLI_0272,126.14,67,0.0,556.99,169.45,556.99,171.30499999999998,385.68500000000006,Standard
CLI_0273,271.92,9,2.8,518.51,128.55,521.31,155.74200000000002,365.5679999999999,Standard
CLI_0274,230.44,24,3.52,535.51,190.29,539.03,199.5076,339.52239999999995,Standard
CLI_0275,194.06,61,2.4,263.71,66.37,266.10999999999996,69.5,196.60999999999996,Standard
CLI_0276,300.16,4,4.0,5426.320000000001,577.5699999999999,5430.320000000001,637.602,4792.718000000001,VIP
CLI_0277,169.23,58,2.8,903.27,249.26,906.0699999999999,252.12830508474576,653.9416949152542,VIP
CLI_0278,140.75,36,4.5,1242.59,267.92,1247.09,271.7240540540541,975.3659459459459,VIP
CLI_0279,156.09,63,3.34,1328.04,318.86,1331.3799999999999,321.29890625,1010.0810937499998,VIP
CLI_0280,88.51,53,3.48,2245.02,450.53999999999996,2248.5,452.17907407407404,1796.320925925926,VIP
CLI_0281,110.53,37,3.28,1688.8000000000002,313.04,1692.0800000000002,315.9486842105263,1376.1313157894738,VIP
CLI_0282,172.37,13,1.8,1314.52,157.68,1316.32,169.99214285714285,1146.327857142857,VIP
CLI_0283,268.12,4,1.3,3935.01,820.44,3936.3100000000004,874.0640000000001,3062.246,VIP
CLI_0284,85.48,54,2.6399999999999997,945.8399999999999,186.89,948.4799999999999,188.44418181818182,760.0358181818181,VIP
CLI_0285,128.0,15,0.0,379.40999999999997,102.45,379.40999999999997,110.45,268.96,Standard
CLI_0286,113.22,62,3.0,63.17,22.26,66.17,24.057142857142857,42.112857142857145,Standard
CLI_0287,196.58,44,0.3,3658.08,585.56,3658.38,589.9284444444444,3068.451555555556,VIP
CLI_0288,166.27,13,1.9600000000000002,244.56,55.6,246.52,67.47642857142857,179.04357142857145,Standard
CLI_0289,196.41,27,1.5,1572.06,291.21000000000004,1573.56,298.2246428571429,1275.335357142857,VIP
CLI_0290,103.53,71,3.9299999999999997,2626.84,673.88,2630.77,675.3179166666666,1955.4520833333333,VIP
CLI_0291,222.16,18,3.1799999999999997,1341.41,186.42000000000002,1344.5900000000001,198.11263157894737,1146.4773684210527,VIP
CLI_0292,113.68,67,0.9199999999999999,1623.4499999999998,295.88,1624.37,297.55176470588236,1326.8182352941176,VIP
CLI_0293,141.4,20,1.5,1136.96,252.24,1138.46,258.97333333333336,879.4866666666667,VIP
CLI_0294,279.14,6,1.5,1500.15,388.97,1501.65,428.8471428571429,1072.8028571428572,VIP
CLI_0295,101.1,23,0.69,345.99,130.26,346.68,134.4725,212.2075,Standard
CLI_0296,80.92,42,0.91,4242.85,480.78,4243.76,482.66186046511626,3761.098139534884,VIP
CLI_0297,143.81,22,2.0,896.5699999999999,176.93,898.5699999999999,183.1826086956522,715.3873913043477,VIP
CLI_0298,84.41,63,1.0,1483.31,513.78,1484.31,515.09890625,969.2110937499999,VIP
CLI_0299,121.61,23,0.0,576.02,155.37,576.02,160.43708333333333,415.5829166666666,Standard
CLI_0300,120.66,44,0.09,4419.87,782.79,4419.96,785.4713333333333,3634.4886666666666,VIP
CLI_0301,176.31,71,3.08,1342.1200000000001,359.38,1345.2,361.82875,983.37125,VIP
CLI_0302,214.41,31,2.96,797.23,123.91,800.19,130.6103125,669.5796875000001,VIP
CLI_0303,141.52,61,2.76,6485.74,933.6700000000001,6488.5,935.9525806451613,5552.547419354839,VIP
CLI_0304,158.7,29,3.59,1491.96,296.12,1495.55,301.41,1194.1399999999999,VIP
CLI_0305,191.81,55,3.23,1863.07,318.46,1866.3,321.8851785714285,1544.4148214285715,VIP
CLI_0306,127.64,56,1.8,221.76999999999998,53.7,223.57,55.93929824561404,167.63070175438594,Standard
CLI_0307,90.45,69,5.62,1106.43,186.69,1112.05,187.98214285714286,924.0678571428571,VIP
CLI_0308,223.41,35,0.3,377.31,144.42000000000002,377.61,150.62583333333336,226.98416666666665,Standard
CLI_0309,178.46,10,2.84,2312.04,652.29,2314.88,668.5136363636364,1646.3663636363638,VIP
CLI_0310,121.43,56,3.46,712.4000000000001,145.04000000000002,715.8600000000001,147.17035087719302,568.6896491228072,VIP
CLI_0311,276.85,10,1.6,4149.74,450.55,4151.34,475.71818181818185,3675.6218181818185,VIP
CLI_0312,274.84,13,5.46,575.31,173.05,580.77,192.68142857142857,388.0885714285714,Standard
CLI_0313,139.23,74,3.4,686.13,178.74,689.53,180.59640000000002,508.93359999999996,VIP
CLI_0314,164.27,64,1.89,776.58,204.47,778.47,206.99723076923078,571.4727692307692,VIP
CLI_0315,199.14,72,2.5,805.18,192.91,807.68,195.63794520547944,612.0420547945205,VIP
CLI_0316,95.78,40,8.8,998.9300000000001,294.03,1007.73,296.36609756097556,711.3639024390245,VIP
CLI_0317,112.97,45,4.47,5263.75,758.6099999999999,5268.22,761.0658695652173,4507.154130434783,VIP
CLI_0318,127.35,54,0.3,563.0799999999999,245.76999999999998,563.3799999999999,248.08545454545452,315.29454545454536,Standard
CLI_0319,255.46,2,4.68,3507.8199999999997,724.84,3512.4999999999995,809.9933333333333,2702.506666666666,VIP
CLI_0320,182.2,17,3.85,360.33,74.82,364.18,84.94222222222221,279.2377777777778,Standard
CLI_0321,188.91,59,1.0,267.39,94.6,268.39,97.74849999999999,170.6415,Standard
CLI_0322,242.81,35,1.52,178.65,58.620000000000005,180.17000000000002,65.36472222222223,114.80527777777779,Standard
CLI_0323,152.95,42,2.54,448.78999999999996,148.04,451.33,151.59697674418604,299.7330232558139,Standard
CLI_0324,161.87,33,0.0,788.61,140.67000000000002,788.61,145.43088235294118,643.1791176470588,VIP
CLI_0325,178.85,58,3.46,94.50999999999999,26.2,97.96999999999998,29.23135593220339,68.7386440677966,Standard
CLI_0326,194.61,68,3.01,3785.04,675.2,3788.05,678.0204347826087,3110.0295652173913,VIP
CLI_0327,178.54,42,1.9100000000000001,4279.360000000001,658.01,4281.27,662.1620930232558,3619.1079069767447,VIP
CLI_0328,100.31,17,1.5,89.92,26.48,91.42,32.05277777777778,59.367222222222225,Standard
CLI_0329,227.28,12,3.88,1087.85,223.75,1091.73,241.2330769230769,850.4969230769232,VIP
CLI_0330,86.14,66,2.56,283.39,62.82,285.95,64.10567164179105,221.84432835820894,Standard
CLI_0331,110.91,59,2.5,546.28,191.01999999999998,548.78,192.86849999999998,355.9115,Standard
CLI_0332,164.88,6,1.0699999999999998,1063.88,309.94,1064.95,333.4942857142857,731.4557142857143,VIP
CLI_0333,152.46,72,0.17,750.53,286.07000000000005,750.6999999999999,288.158493150685,462.54150684931494,Standard
CLI_0334,321.65,4,0.3,478.44000000000005,144.45999999999998,478.74000000000007,208.78999999999996,269.9500000000001,Standard
CLI_0335,93.74,42,3.3,681.88,126.37,685.18,128.55,556.6299999999999,VIP
CLI_0336,126.06,55,4.140000000000001,506.72,134.19,510.86,136.44107142857143,374.4189285714286,Standard
CLI_0337,191.25,35,2.06,4552.320000000001,638.94,4554.380000000001,644.2525,3910.127500000001,VIP
CLI_0338,173.81,16,1.5,637.3100000000001,121.88,638.8100000000001,132.1041176470588,506.7058823529412,VIP
CLI_0339,94.52,74,4.09,3457.36,545.21,3461.4500000000003,546.4702666666667,2914.9797333333336,VIP
CLI_0340,183.79,26,4.29,1895.9099999999999,323.96000000000004,1900.1999999999998,330.7670370370371,1569.4329629629628,VIP
CLI_0341,170.14,42,0.0,309.31,118.44000000000001,309.31,122.39674418604652,186.91325581395347,Standard
CLI_0342,114.2,18,1.8,1197.7,211.43,1199.5,217.44052631578947,982.0594736842105,VIP
CLI_0343,89.62,49,0.21,872.2199999999999,177.87,872.43,179.6624,692.7675999999999,VIP
CLI_0344,122.57,63,1.5,1459.6599999999999,304.01,1461.1599999999999,305.92515625,1155.23484375,VIP
CLI_0345,385.43,3,1.42,4270.3,650.18,4271.72,746.5374999999999,3525.1825000000003,VIP
CLI_0346,233.71,25,1.3,407.32,128.34,408.62,137.32884615384614,271.29115384615386,Standard
CLI_0347,161.44,65,2.5,546.1,137.8,548.6,140.2460606060606,408.3539393939394,Standard
CLI_0348,240.48,3,1.5,930.8600000000001,251.33999999999997,932.3600000000001,311.46,620.9000000000001,VIP
CLI_0349,298.42,5,0.19,927.6300000000001,188.44,927.8200000000002,238.17666666666668,689.6433333333334,VIP
CLI_0350,152.53,5,1.0,1104.6,249.44,1105.6,274.8616666666667,830.7383333333332,VIP
CLI_0351,156.33,72,0.3,190.47,71.53,190.77,73.67150684931507,117.09849315068494,Standard
CLI_0352,282.66,21,3.04,1680.31,407.23,1683.35,420.07818181818186,1263.2718181818182,VIP
CLI_0353,303.14,10,2.75,703.3,148.2,706.05,175.7581818181818,530.2918181818181,VIP
CLI_0354,184.84,69,4.5,1338.73,245.81,1343.23,248.45057142857144,1094.7794285714285,VIP
CLI_0355,244.79,22,1.3,1110.75,214.89,1112.05,225.53304347826085,886.5169565217391,VIP
CLI_0356,124.11,24,1.71,285.36,64.64,287.07,69.6044,217.4656,Standard
CLI_0357,188.29,40,4.62,2012.8900000000003,296.69,2017.5100000000002,301.2824390243902,1716.22756097561,VIP
CLI_0358,87.97,72,0.0,3449.2,450.53,3449.2,451.73506849315066,2997.464931506849,VIP
CLI_0359,206.79,26,1.78,371.74,125.93,373.52,133.5888888888889,239.93111111111108,Standard
CLI_0360,97.06,65,3.82,2466.25,634.4,2470.07,635.8706060606061,1834.1993939393942,VIP
CLI_0361,102.34,27,2.5,212.23000000000002,55.010000000000005,214.73000000000002,58.665000000000006,156.065,Standard
CLI_0362,130.64,42,1.5,198.37,66.41999999999999,199.87,69.45813953488371,130.4118604651163,Standard
CLI_0363,115.4,60,2.5,4962.68,644.14,4965.18,646.0318032786885,4319.148196721312,VIP
CLI_0364,197.2,29,3.37,395.8,108.08999999999999,399.17,114.66333333333333,284.50666666666666,Standard
CLI_0365,149.26,56,5.0,3364.2799999999997,532.0799999999999,3369.2799999999997,534.698596491228,2834.5814035087715,VIP
CLI_0366,85.25,68,2.56,1288.96,243.91,1291.52,245.1455072463768,1046.3744927536231,VIP
CLI_0367,124.6,26,1.68,357.38,127.99000000000001,359.06,132.60481481481483,226.45518518518517,Standard
CLI_0368,211.73,28,2.08,1802.33,364.31,1804.4099999999999,371.6110344827586,1432.7989655172412,VIP
CLI_0369,121.18,51,2.0,1094.1,235.18,1096.1,237.51038461538462,858.5896153846153,VIP
CLI_0370,332.29,11,0.22,1205.12,332.06,1205.34,359.75083333333333,845.5891666666666,VIP
CLI_0371,313.07,9,1.3,387.90999999999997,120.99,389.21,152.297,236.91299999999998,Standard
CLI_0372,181.47,50,6.79,1417.19,222.03000000000003,1423.98,225.58823529411768,1198.3917647058825,VIP
CLI_0373,163.1,56,1.0,4635.69,476.41,4636.69,479.271403508772,4157.418596491228,VIP
CLI_0374,131.59,66,0.3,1020.62,238.48,1020.92,240.44402985074626,780.4759701492537,VIP
CLI_0375,234.59,12,6.26,791.39,233.25,797.65,251.29538461538462,546.3546153846154,VIP
CLI_0376,113.05,69,6.32,819.3199999999999,121.18,825.64,122.795,702.845,VIP
CLI_0377,161.26,34,3.21,4975.150000000001,736.38,4978.360000000001,740.9874285714286,4237.372571428572,VIP
CLI_0378,174.68,47,5.64,687.34,285.44,692.98,289.07916666666665,403.90083333333337,Standard
CLI_0379,133.57,69,0.0,443.05,172.6,443.05,174.50814285714284,268.54185714285717,Standard
CLI_0380,175.81,47,4.0,2895.72,416.63,2899.72,420.29270833333334,2479.4272916666664,VIP
CLI_0381,178.69,69,0.8600000000000001,4164.24,649.3,4165.099999999999,651.8527142857142,3513.247285714285,VIP
CLI_0382,271.51,31,1.5,128.97,30.3,130.47,38.784687500000004,91.6853125,Standard
CLI_0383,283.33,32,2.35,429.68999999999994,88.41,432.03999999999996,96.99575757575758,335.0442424242424,Standard
CLI_0384,257.75,4,0.3,2458.8900000000003,666.87,2459.1900000000005,718.42,1740.7700000000004,VIP
CLI_0385,163.77,20,2.3,530.74,142.03,533.04,149.82857142857142,383.21142857142854,Standard
CLI_0386,295.55,10,0.0,3993.57,731.0,3993.57,757.8681818181818,3235.7018181818185,VIP
CLI_0387,124.54,40,0.0,357.95,111.9,357.95,114.93756097560976,243.01243902439023,Standard
CLI_0388,152.13,70,1.1,2434.17,410.11,2435.27,412.25267605633803,2023.017323943662,VIP
CLI_0389,164.67,48,3.54,1169.21,230.05,1172.75,233.41061224489798,939.339387755102,VIP
CLI_0390,237.68,35,1.5999999999999999,909.03,283.25,910.63,289.8522222222222,620.7777777777778,VIP
CLI_0391,174.91,26,1.5,490.33000000000004,107.41000000000001,491.83000000000004,113.88814814814816,377.9418518518519,Standard
CLI_0392,100.02,68,6.58,1438.8600000000001,365.94,1445.44,367.3895652173913,1078.0504347826088,VIP
CLI_0393,186.11,29,0.6,6731.150000000001,615.55,6731.750000000001,621.7536666666666,6109.996333333334,VIP
CLI_0394,97.11,37,2.14,646.61,121.95,648.75,124.50552631578948,524.2444736842106,VIP
CLI_0395,186.81,58,5.59,1750.05,335.18,1755.6399999999999,338.3462711864407,1417.2937288135593,VIP
CLI_0396,169.18,24,2.95,1317.2800000000002,216.33,1320.2300000000002,223.09720000000002,1097.1328000000003,VIP
CLI_0397,130.89,15,5.3100000000000005,2601.0499999999997,422.48,2606.3599999999997,430.66062500000004,2175.6993749999997,VIP
CLI_0398,105.09,20,4.75,929.23,187.67,933.98,192.6742857142857,741.3057142857143,VIP
CLI_0399,229.16,14,1.55,291.97,75.17,293.52000000000004,90.44733333333333,203.0726666666667,Standard
CLI_0400,227.38,22,4.81,1186.49,255.97000000000003,1191.3,265.8560869565218,925.4439130434782,VIP
CLI_0401,168.12,28,0.0,289.63,51.71,289.63,57.507241379310344,232.12275862068964,Standard
CLI_0402,88.61,49,0.45,457.22,127.83,457.67,129.6022,328.06780000000003,Standard
CLI_0403,252.41,7,4.14,814.73,274.81,818.87,306.36125,512.50875,VIP
CLI_0404,227.8,7,3.3,3784.37,580.11,3787.67,608.585,3179.085,VIP
CLI_0405,235.42,24,3.3,1628.51,535.25,1631.81,544.6668,1087.1432,VIP
CLI_0406,301.44,4,4.6,645.36,134.88,649.96,195.168,454.79200000000003,Standard
CLI_0407,123.75,38,4.55,1430.72,359.41,1435.27,362.58307692307693,1072.686923076923,VIP
CLI_0408,106.15,63,2.0,935.75,255.89,937.75,257.54859375,680.20140625,VIP
CLI_0409,297.61,17,1.3,1199.06,355.54,1200.36,372.0738888888889,828.286111111111,VIP
CLI_0410,134.48,64,0.5,169.85999999999999,37.05,170.35999999999999,39.118923076923075,131.24107692307692,Standard
CLI_0411,237.65,16,0.0,480.38,142.41,480.38,156.38941176470587,323.9905882352941,Standard
CLI_0412,96.87,50,4.25,991.88,172.88,996.13,174.77941176470588,821.3505882352941,VIP
CLI_0413,197.12,34,1.8,1067.68,320.96000000000004,1069.48,326.59200000000004,742.8879999999999,VIP
CLI_0414,105.51,31,7.46,5546.58,698.16,5554.04,701.4571874999999,4852.5828125,VIP
CLI_0415,140.65,61,0.43,1252.49,195.05,1252.92,197.3185483870968,1055.6014516129032,VIP
CLI_0416,195.68,64,1.58,3083.97,700.5100000000001,3085.5499999999997,703.5204615384616,2382.0295384615383,VIP
CLI_0417,176.84,30,3.0,845.19,223.24,848.19,228.94451612903228,619.2454838709677,VIP
CLI_0418,107.8,34,4.16,2988.09,495.83000000000004,2992.25,498.91,2493.34,VIP
CLI_0419,106.19,33,0.0,717.15,195.95999999999998,717.15,199.08323529411763,518.0667647058824,VIP
CLI_0420,177.6,14,0.3,5990.85,785.6700000000001,5991.150000000001,797.5100000000001,5193.64,VIP
CLI_0421,132.0,16,2.5,137.1,32.47,139.6,40.23470588235294,99.36529411764705,Standard
CLI_0422,82.8,52,1.33,3561.54,790.38,3562.87,791.9422641509434,2770.9277358490563,VIP
CLI_0423,251.24,14,1.0,972.92,199.09000000000003,973.92,215.83933333333337,758.0806666666666,VIP
CLI_0424,191.7,27,1.5,3551.13,627.3199999999999,3552.63,634.1664285714285,2918.4635714285714,VIP
CLI_0425,157.85,13,1.5,557.3499999999999,155.1,558.8499999999999,166.375,392.4749999999999,Standard
CLI_0426,188.01,69,0.3,972.5700000000002,221.32,972.8700000000001,224.00585714285714,748.864142857143,VIP
CLI_0427,123.23,26,5.28,1226.5,275.56,1231.78,280.1240740740741,951.6559259259259,VIP
CLI_0428,291.18,15,0.0,98.19,25.880000000000003,98.19,44.07875,54.11125,Standard
CLI_0429,117.68,37,1.3,1253.11,301.40999999999997,1254.4099999999999,304.5068421052631,949.9031578947368,VIP
CLI_0430,186.61,67,1.39,223.64,52.769999999999996,225.02999999999997,55.51426470588235,169.51573529411763,Standard
CLI_0431,152.35,64,2.35,4610.35,959.13,4612.700000000001,961.4738461538461,3651.2261538461544,VIP
CLI_0432,265.34,19,1.01,4498.41,440.55,4499.42,453.817,4045.603,VIP
CLI_0433,296.8,25,4.27,5593.42,755.71,5597.6900000000005,767.1253846153846,4830.5646153846155,VIP
CLI_0434,222.1,4,3.19,635.5,155.29,638.69,199.70999999999998,438.9800000000001,Standard
CLI_0435,195.34,53,0.56,2143.8,335.42,2144.36,339.03740740740744,1805.3225925925926,VIP
CLI_0436,126.74,70,3.63,3498.2400000000002,795.49,3501.8700000000003,797.2750704225352,2704.5949295774653,VIP
CLI_0437,126.26,55,0.0,1182.86,215.66,1182.86,217.91464285714287,964.945357142857,VIP
CLI_0438,168.08,15,3.16,379.92999999999995,120.77000000000001,383.09,131.275,251.81499999999997,Standard
CLI_0439,144.97,70,3.35,564.63,125.3,567.98,127.3418309859155,440.6381690140845,Standard
CLI_0440,98.5,57,3.65,1281.0700000000002,269.42,1284.7200000000003,271.11827586206897,1013.6017241379313,VIP
CLI_0441,146.45,65,0.0,174.51,56.620000000000005,174.51,58.8389393939394,115.67106060606059,Standard
CLI_0442,145.0,42,4.6,223.77,52.41,228.37,55.78209302325581,172.5879069767442,Standard
CLI_0443,252.38,25,1.0,602.88,122.66,603.88,132.3669230769231,471.51307692307694,Standard
CLI_0444,266.73,25,5.78,354.32,93.68,360.09999999999997,103.93884615384616,256.1611538461538,Standard
CLI_0445,188.09,22,5.68,3110.97,562.17,3116.6499999999996,570.3478260869565,2546.302173913043,VIP
CLI_0446,116.28,70,3.25,5391.59,905.75,5394.84,907.3877464788733,4487.452253521127,VIP
CLI_0447,111.12,54,5.16,5867.700000000001,778.05,5872.860000000001,780.0703636363636,5092.789636363637,VIP
CLI_0448,138.92,13,1.8,691.52,238.05,693.3199999999999,247.97285714285715,445.3471428571428,Standard
CLI_0449,111.53,24,4.0,4760.29,594.6400000000001,4764.29,599.1012000000001,4165.1888,VIP
CLI_0450,168.49,24,2.36,582.69,134.32999999999998,585.0500000000001,141.06959999999998,443.9804000000001,Standard
CLI_0451,154.05,14,0.0,1056.64,236.66,1056.64,246.93,809.71,VIP
CLI_0452,195.97,64,5.05,720.37,131.93,725.42,134.9449230769231,590.4750769230768,VIP
CLI_0453,146.93,56,7.0,400.1,77.84,407.1,80.41771929824561,326.6822807017544,Standard
CLI_0454,236.82,2,4.6,1427.63,327.86,1432.23,406.8,1025.43,VIP
CLI_0455,216.09,24,2.85,953.0,132.0,955.85,140.6436,815.2064,VIP
CLI_0456,127.84,20,2.5,317.19,111.15,319.69,117.23761904761905,202.45238095238096,Standard
CLI_0457,188.81,32,0.6,1720.56,293.01,1721.1599999999999,298.73151515151517,1422.4284848484847,VIP
CLI_0458,155.15,36,2.1799999999999997,5153.0599999999995,639.79,5155.24,643.9832432432432,4511.256756756757,VIP
CLI_0459,138.67,40,4.91,761.53,153.97,766.4399999999999,157.3521951219512,609.0878048780487,VIP
CLI_0460,128.21,59,2.5,1760.47,299.62,1762.97,301.75683333333336,1461.2131666666667,VIP
CLI_0461,199.26,71,2.5,1739.6999999999998,275.61,1742.1999999999998,278.3775,1463.8224999999998,VIP
CLI_0462,185.64,49,1.5,4087.94,402.24,4089.44,405.9528,3683.4872,VIP
CLI_0463,305.85,6,5.12,1212.59,206.24,1217.7099999999998,249.93285714285716,967.7771428571426,VIP
CLI_0464,292.34,4,0.0,1182.0900000000001,264.13,1182.0900000000001,322.598,859.4920000000002,VIP
CLI_0465,224.13,22,1.5,2399.13,516.1800000000001,2400.63,525.9247826086958,1874.7052173913044,VIP
CLI_0466,104.16,58,1.5,4326.59,977.7099999999999,4328.09,979.4754237288134,3348.6145762711867,VIP
CLI_0467,127.42,39,3.0,502.2,134.46,505.2,137.6455,367.55449999999996,Standard
CLI_0468,84.74,39,0.15,251.88,75.35,252.03,77.46849999999999,174.56150000000002,Standard
CLI_0469,195.11,14,2.65,1440.2,346.4,1442.8500000000001,359.4073333333333,1083.4426666666668,VIP
CLI_0470,145.16,45,1.0,341.82,150.12,342.82,153.27565217391304,189.54434782608695,Standard
CLI_0471,107.33,36,2.02,1073.77,352.0,1075.79,354.9008108108108,720.8891891891892,VIP
CLI_0472,391.01,7,2.1,573.88,180.94,575.98,229.81625,346.16375000000005,Standard
CLI_0473,189.13,47,7.38,616.25,141.04,623.63,144.98020833333334,478.64979166666666,Standard
CLI_0474,166.66,58,3.3,1269.55,323.98999999999995,1272.85,326.8147457627118,946.0352542372881,VIP
CLI_0475,144.01,56,3.23,1054.8,229.82999999999998,1058.03,232.35649122807015,825.6735087719298,VIP
CLI_0476,184.4,64,3.8,2009.8600000000001,397.2,2013.66,400.0369230769231,1613.623076923077,VIP
CLI_0477,126.13,13,4.02,1078.59,349.8,1082.61,358.80928571428575,723.8007142857141,VIP
CLI_0478,174.86,51,2.86,479.42,172.42000000000002,482.28000000000003,175.78269230769232,306.4973076923077,Standard
CLI_0479,124.96,14,0.81,283.85,98.61000000000001,284.66,106.94066666666669,177.71933333333334,Standard
CLI_0480,175.31,63,1.5,1920.9399999999998,308.63,1922.4399999999998,311.36921875,1611.0707812499998,VIP
CLI_0481,155.15,31,0.77,806.22,253.88,806.99,258.7284375,548.2615625000001,VIP
CLI_0482,275.42,27,3.29,765.05,136.25,768.3399999999999,146.08642857142857,622.2535714285714,VIP
CLI_0483,193.29,66,2.3,1819.29,545.43,1821.59,548.3149253731343,1273.2750746268657,VIP
CLI_0484,129.76,35,2.13,4164.06,868.2099999999999,4166.1900000000005,871.8144444444443,3294.3755555555563,VIP
CLI_0485,192.54,34,0.0,691.03,203.12,691.03,208.62114285714287,482.4088571428571,Standard
CLI_0486,197.72,53,0.63,518.04,145.39,518.67,149.05148148148146,369.6185185185185,Standard
CLI_0487,138.01,51,0.8,1696.96,264.59000000000003,1697.76,267.2440384615385,1430.5159615384614,VIP
CLI_0488,272.71,25,1.14,582.88,152.42000000000002,584.02,162.90884615384616,421.1111538461538,Standard
CLI_0489,297.18,5,1.0,483.01,162.99,484.01,212.52,271.49,Standard
CLI_0490,125.04,44,0.76,1841.48,288.94,1842.24,291.71866666666665,1550.5213333333334,VIP
CLI_0491,114.29,58,0.0,1246.59,224.83,1246.59,226.7671186440678,1019.8228813559322,VIP
CLI_0492,104.39,47,1.28,3786.62,855.28,3787.9,857.4547916666667,2930.4452083333335,VIP
CLI_0493,171.42,56,2.36,948.7,177.38,951.0600000000001,180.38736842105263,770.6726315789474,VIP
CLI_0494,126.38,42,1.0,954.7,173.35000000000002,955.7,176.28906976744187,779.4109302325581,VIP
CLI_0495,277.82,7,1.43,638.9000000000001,115.28999999999999,640.33,150.01749999999998,490.31250000000006,Standard
CLI_0496,139.08,71,1.5899999999999999,857.43,216.91,859.02,218.84166666666667,640.1783333333333,VIP
CLI_0497,215.46,25,4.68,597.64,144.87,602.3199999999999,153.15692307692308,449.16307692307686,Standard
CLI_0498,273.12,24,4.35,607.2,167.7,611.5500000000001,178.6248,432.9252000000001,Standard
CLI_0499,395.18,11,0.0,940.7800000000001,251.81,940.7800000000001,284.7416666666667,656.0383333333334,VIP
CLI_0500,128.91,57,6.4,569.07,158.44,575.47,160.66258620689655,414.8074137931035,Standard
CLI_0501,179.3,63,5.25,1497.14,251.48,1502.39,254.28156249999998,1248.1084375,VIP
CLI_0502,171.74,66,2.1,1940.57,555.0699999999999,1942.6699999999998,557.6332835820895,1385.0367164179104,VIP
CLI_0503,214.71,32,1.49,971.6299999999999,169.88,973.1199999999999,176.38636363636363,796.7336363636363,VIP
CLI_0504,291.21,20,0.0,1121.52,302.62,1121.52,316.4871428571429,805.0328571428571,VIP
CLI_0505,200.12,9,2.3,659.77,169.34,662.0699999999999,189.352,472.71799999999996,Standard
CLI_0506,177.32,3,5.38,775.76,259.49,781.14,303.82,477.32,Standard
CLI_0507,270.79,18,4.92,861.81,266.81,866.7299999999999,281.0621052631579,585.6678947368421,VIP
CLI_0508,187.83,19,5.33,428.49,113.15,433.82,122.54150000000001,311.2785,Standard
CLI_0509,181.64,64,0.54,3367.44,491.72999999999996,3367.98,494.5244615384615,2873.4555384615387,VIP
CLI_0510,187.17,57,3.5,1759.07,261.53,1762.57,264.7570689655172,1497.8129310344827,VIP
CLI_0511,112.49,31,0.3,903.04,225.76999999999998,903.3399999999999,229.28531249999997,674.0546875,VIP
CLI_0512,186.02,64,2.3,4943.6,771.75,4945.900000000001,774.6118461538462,4171.288153846154,VIP
CLI_0513,189.66,13,2.8,1837.05,260.09,1839.85,273.6371428571428,1566.212857142857,VIP
CLI_0514,277.61,11,3.6,3692.89,731.4100000000001,3696.49,754.5441666666668,2941.945833333333,VIP
CLI_0515,306.65,4,5.78,1193.8,246.68,1199.58,308.01,891.5699999999999,VIP
CLI_0516,285.28,27,3.26,866.52,286.15,869.78,296.3385714285714,573.4414285714286,VIP
CLI_0517,82.29,57,3.09,576.63,105.50999999999999,579.72,106.92879310344827,472.7912068965518,Standard
CLI_0518,137.22,50,1.5,4836.58,621.26,4838.08,623.9505882352942,4214.129411764706,VIP
CLI_0519,162.53,57,0.3,481.97999999999996,145.05,482.28,147.85224137931036,334.4277586206896,Standard
CLI_0520,244.54,15,0.14,5753.970000000001,722.6,5754.1100000000015,737.8837500000001,5016.2262500000015,VIP
CLI_0521,323.13,6,1.46,4392.3,527.16,4393.76,573.3214285714286,3820.438571428572,VIP
CLI_0522,96.13,67,4.42,1839.79,357.17,1844.21,358.5836764705883,1485.6263235294118,VIP
CLI_0523,115.93,58,1.6300000000000001,804.33,213.92000000000002,805.96,215.8849152542373,590.0750847457628,VIP
CLI_0524,239.68,4,3.37,927.03,259.59,930.4,307.52599999999995,622.874,VIP
CLI_0525,176.53,54,0.15,199.35,66.77000000000001,199.5,69.97963636363637,129.52036363636364,Standard
CLI_0526,155.75,33,0.0,1080.22,192.47,1080.22,197.0508823529412,883.1691176470588,VIP
CLI_0527,105.28,52,0.49,209.51999999999998,56.519999999999996,210.01,58.506415094339616,151.50358490566038,Standard
CLI_0528,194.89,52,6.4399999999999995,1924.22,619.16,1930.66,622.8371698113207,1307.8228301886793,VIP
CLI_0529,101.77,30,0.9099999999999999,353.25,131.74,354.16,135.02290322580646,219.13709677419357,Standard
